locale	ui_path	surface	target_text	placeholders	source_style_guide	source_phrasebook	review_focus	native_review_status	reviewer_notes
fa	complianceAndMonetization.complianceLinks.links.aboutTheTest	complianceAndMonetization	درباره آزمون		docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.complianceLinks.links.disclaimer	complianceAndMonetization	توضیح حقوقی		docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.complianceLinks.links.privacy	complianceAndMonetization	حریم خصوصی		docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.complianceLinks.links.sources	complianceAndMonetization	منابع یادگیری		docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.complianceLinks.links.support	complianceAndMonetization	پشتیبانی		docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.complianceLinks.links.terms	complianceAndMonetization	شرایط		docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.complianceLinks.openLabelTemplate	complianceAndMonetization	باز کنید: {label}	{label}	docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.complianceLinks.title	complianceAndMonetization	اطلاعات حقوقی و منابع		docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.legalPage.defaultBackAccessibilityLabel	complianceAndMonetization	بازگشت به نمایه		docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.legalPage.defaultBackLabel	complianceAndMonetization	← بازگشت به نمایه		docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.legalPage.externalLinkAccessibilityTemplate	complianceAndMonetization	صفحه بیرونی را باز کنید: {label}	{label}	docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.monetization.buyLabelTemplate	complianceAndMonetization	خرید با {price}	{price}	docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.monetization.pricingPitchTemplate	complianceAndMonetization	با پرداخت یک‌باره {price} تبلیغات حذف می‌شود. این اشتراک ماهانه نیست.	{price}	docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.monetization.removeAdsActiveTitle	complianceAndMonetization	مطالعه بدون تبلیغ فعال است		docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.monetization.removeAdsBodyTemplate	complianceAndMonetization	صفحه‌های رایگان مطالعه ممکن است تبلیغ داشته باشند. پرداخت یک‌باره {price} تبلیغات صفحه‌های مطالعه را حذف می‌کند؛ آزمون آزمایشی تبلیغ ندارد.	{price}	docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.monetization.removeAdsTitle	complianceAndMonetization	حذف تبلیغات		docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.monetization.restoreLabel	complianceAndMonetization	بازیابی خرید قبلی		docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.monetization.statusMessages.error	complianceAndMonetization	خرید در حال حاضر در دسترس نیست. بعداً دوباره تلاش کنید.		docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.monetization.statusMessages.idle	complianceAndMonetization	اگر قبلاً خرید کرده‌اید، می‌توانید آن را بازیابی کنید.		docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.monetization.statusMessages.pending	complianceAndMonetization	در انتظار تأیید فروشگاه برنامه هستیم.		docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
fa	complianceAndMonetization.monetization.statusMessages.purchased	complianceAndMonetization	تبلیغات روی این دستگاه خاموش شد.		docs/localization/sample-corpus/fa/style-guide.md	locales/fa/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
