locale	ui_path	surface	target_text	placeholders	source_style_guide	source_phrasebook	review_focus	native_review_status	reviewer_notes
zh-Hant	complianceAndMonetization.complianceLinks.links.aboutTheTest	complianceAndMonetization	關於測驗		docs/localization/sample-corpus/zh-Hant/style-guide.md	locales/zh-Hant/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
zh-Hant	complianceAndMonetization.complianceLinks.links.disclaimer	complianceAndMonetization	聲明		docs/localization/sample-corpus/zh-Hant/style-guide.md	locales/zh-Hant/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
zh-Hant	complianceAndMonetization.complianceLinks.links.privacy	complianceAndMonetization	隱私權		docs/localization/sample-corpus/zh-Hant/style-guide.md	locales/zh-Hant/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
zh-Hant	complianceAndMonetization.complianceLinks.links.sources	complianceAndMonetization	學習資料來源		docs/localization/sample-corpus/zh-Hant/style-guide.md	locales/zh-Hant/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
zh-Hant	complianceAndMonetization.complianceLinks.links.support	complianceAndMonetization	支援		docs/localization/sample-corpus/zh-Hant/style-guide.md	locales/zh-Hant/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
zh-Hant	complianceAndMonetization.complianceLinks.links.terms	complianceAndMonetization	條款		docs/localization/sample-corpus/zh-Hant/style-guide.md	locales/zh-Hant/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
zh-Hant	complianceAndMonetization.complianceLinks.openLabelTemplate	complianceAndMonetization	開啟：{label}	{label}	docs/localization/sample-corpus/zh-Hant/style-guide.md	locales/zh-Hant/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
zh-Hant	complianceAndMonetization.complianceLinks.title	complianceAndMonetization	法律資訊與資料來源		docs/localization/sample-corpus/zh-Hant/style-guide.md	locales/zh-Hant/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
zh-Hant	complianceAndMonetization.legalPage.defaultBackAccessibilityLabel	complianceAndMonetization	返回個人頁面		docs/localization/sample-corpus/zh-Hant/style-guide.md	locales/zh-Hant/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
zh-Hant	complianceAndMonetization.legalPage.defaultBackLabel	complianceAndMonetization	← 返回個人頁面		docs/localization/sample-corpus/zh-Hant/style-guide.md	locales/zh-Hant/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
zh-Hant	complianceAndMonetization.legalPage.externalLinkAccessibilityTemplate	complianceAndMonetization	開啟外部頁面：{label}	{label}	docs/localization/sample-corpus/zh-Hant/style-guide.md	locales/zh-Hant/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
