locale	ui_path	surface	target_text	placeholders	source_style_guide	source_phrasebook	review_focus	native_review_status	reviewer_notes
ckb	complianceAndMonetization.complianceLinks.links.aboutTheTest	complianceAndMonetization	دەربارەی تاقیکردنەوەکە		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.complianceLinks.links.disclaimer	complianceAndMonetization	ئاگادارکردنەوە		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.complianceLinks.links.privacy	complianceAndMonetization	تایبەتمەندی		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.complianceLinks.links.sources	complianceAndMonetization	سەرچاوەکانی فێربوون		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.complianceLinks.links.support	complianceAndMonetization	پشتیوانی		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.complianceLinks.links.terms	complianceAndMonetization	مەرجەکان		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.complianceLinks.openLabelTemplate	complianceAndMonetization	بیکەرەوە: {label}	{label}	docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.complianceLinks.title	complianceAndMonetization	زانیاری یاسایی و سەرچاوەکان		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.legalPage.defaultBackAccessibilityLabel	complianceAndMonetization	گەڕانەوە بۆ پڕۆفایل		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.legalPage.defaultBackLabel	complianceAndMonetization	← گەڕانەوە بۆ پڕۆفایل		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.legalPage.externalLinkAccessibilityTemplate	complianceAndMonetization	پەڕەی دەرەکی بکەرەوە: {label}	{label}	docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.monetization.buyLabelTemplate	complianceAndMonetization	بیکڕە بە {price}	{price}	docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.monetization.pricingPitchTemplate	complianceAndMonetization	پارەدانێکی جارێکی {price} ڕیکلامەکان لادەبات. ئەمە بەشداربوونی مانگانە نییە.	{price}	docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.monetization.removeAdsActiveTitle	complianceAndMonetization	خوێندن بەبێ ڕیکلام چالاکە		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.monetization.removeAdsBodyTemplate	complianceAndMonetization	شاشە خۆڕاییەکانی خوێندن ڕەنگە ڕیکلامیان تێدا بێت. پارەدانێکی جارێکی {price} ڕیکلامەکان لە شاشەکانی خوێندن لادەبات؛ لە تاقیکردنەوەی ئەزموونی ڕیکلام نییە.	{price}	docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.monetization.removeAdsTitle	complianceAndMonetization	ڕیکلامەکان لاببە		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.monetization.restoreLabel	complianceAndMonetization	کڕینی پێشوو بگەڕێنەوە		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.monetization.statusMessages.error	complianceAndMonetization	کڕین لە ئێستادا بەردەست نییە. دواتر دووبارە هەوڵبدە.		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.monetization.statusMessages.idle	complianceAndMonetization	ئەگەر پێشتر کڕیوتە، دەتوانیت لێرە بیگەڕێنیتەوە.		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.monetization.statusMessages.pending	complianceAndMonetization	چاوەڕێی پشتڕاستکردنەوەی فرۆشگای ئەپین.		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.monetization.statusMessages.purchased	complianceAndMonetization	ڕیکلامەکان لەسەر ئەم ئامێرە ناچالاک کران.		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.monetization.statusMessages.restored	complianceAndMonetization	کڕینەکە گەڕێنرایەوە و ڕیکلامەکان ناچالاک کران.		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	monetization_copy	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.privacy.adsAndPurchases.body	complianceAndMonetization	وەشانی خۆڕایی لە شاشەکانی خوێندن ڕیکلام پیشان دەدات. لە شاشەکانی تاقیکردنەوەی ئەزموونی کاتداردا ڕیکلام نییە. لابردنی ڕیکلام کڕینێکی جارێکە و دەتوانرێت لە فرۆشگای ئەپەکەوە بگەڕێنرێتەوە.		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.privacy.adsAndPurchases.title	complianceAndMonetization	ڕیکلام و کڕین		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.privacy.dataBoundary.body	complianceAndMonetization	لە نامەکانی پشتیوانیدا ناوت، ژمارەی ناسنامە، وردەکاری پەڕاوی کۆچ یان بەڵگەنامەی فەرمی مەنووسە. ئەپەکە بۆ یارمەتیدان لە خوێندن پێویستی بە ئەم زانیارییانە نییە.		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.privacy.dataBoundary.title	complianceAndMonetization	زانیاری هەستیار مەنووسە		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.privacy.localProgressStorage.body	complianceAndMonetization	پێشکەوتن، ڕێکخستن، پرسیارە نیشانکراوەکان، وەڵامە نادروستەکان، XP، ڕۆژانی خوێندنی بەردەوام و هەڵبژاردنی دەنگ لەسەر ئەم ئامێرە پاشەکەوت دەکرێن بۆ ئەوەی ئەپەکە بزانێت لە کوێ وەستایت.		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.privacy.localProgressStorage.title	complianceAndMonetization	پێشکەوتنی خوێندنت لەسەر ئەم ئامێرە پاشەکەوت دەکرێت		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.privacy.noAccountRequired.body	complianceAndMonetization	ئەم ئەپە داوای هەژمار، ئیمەیل، تەلەفۆن یان زانیاری پڕۆفایل ناکات. دەتوانیت بەشەکانی خوێندن بەبێ تۆمارکردن بەکاربهێنیت.		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.privacy.noAccountRequired.title	complianceAndMonetization	هەژمار پێویست نییە		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ckb	complianceAndMonetization.privacy.title	complianceAndMonetization	سیاسەتی تایبەتمەندی		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	privacy_boundary	pending_native_review	pending_reviewer_notes
ckb	languagePicker.availableBadge	languagePicker	بەردەستە		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ckb	languagePicker.blockedAccessibilityLabelTemplate	languagePicker	{label}: وەشانی زمانەکە ئامادە دەکرێت	{label}	docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ckb	languagePicker.comingSoonBody	languagePicker	دەقەکانی کوردیی ناوەندی پێش بڵاوکردنەوە پێداچوونەوەیان بۆ دەکرێت. تا ئەو کاتە، ئەپەکە بە سوێدی و ئینگلیزی بەردەستە.		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ckb	languagePicker.comingSoonTitle	languagePicker	ئەم وەشانی زمانە ئامادە دەکرێت.		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ckb	languagePicker.currentLanguageLabelTemplate	languagePicker	زمانی ئێستا: {label}	{label}	docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ckb	languagePicker.title	languagePicker	زمانی پرسیارەکان هەڵبژێرە		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ckb	languagePicker.unavailableBadge	languagePicker	ئامادە دەکرێت		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ckb	remainingHighFrequencyRoutes.aboutTheTest.body	remainingHighFrequencyRoutes	ئەپەکە یارمەتیت دەدات دیموکراسی، مافەکان، ئەرکەکان و دامەزراوەکان لە سوێد دووبارە بخوێنیتەوە. ناوی دامەزراوە سوێدییەکان، وەک پەرلەمانی سوێد (Riksdag)، بە هەمان شێوە دەپارێزێت.		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ckb	remainingHighFrequencyRoutes.aboutTheTest.eyebrow	remainingHighFrequencyRoutes	دەربارەی تاقیکردنەوەکە		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ckb	remainingHighFrequencyRoutes.aboutTheTest.independenceBody	remainingHighFrequencyRoutes	ئەم ئەپە ئامرازێکی سەربەخۆی خوێندنە. نوێنەرایەتی UHR، Migrationsverket یان هیچ دەسەڵاتێکی حکومی تر ناکات و بەڵێنی بڕیارێکی فەرمی نادات.		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
ckb	remainingHighFrequencyRoutes.aboutTheTest.independenceTitle	remainingHighFrequencyRoutes	ئەمە تاقیکردنەوەی فەرمی نییە		docs/localization/sample-corpus/ckb/style-guide.md	locales/ckb/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
