id	locale	chapter_id	chapter_label	source_chapter	source_section	source_page	question_sv	question_en	question_target	correct_option_id	correct_option_sv	correct_option_en	correct_option_target	options_sv	options_en	options_target	explanation_sv	explanation_en	explanation_target	native_review_status	reviewer_notes
q001	tr	1	Ch. 01 · The country of Sweden	Landet Sverige	Geografi, klimat och natur	5	Var ligger Sverige?	Where is Sweden located?	İsveç nerede bulunur?	a	I Norden i norra Europa	In the Nordic region in northern Europe	Kuzey Avrupa’daki Nordik bölgede	a: I Norden i norra Europa | b: I södra Europa | c: I västra Asien | d: I Nordamerika	a: In the Nordic region in northern Europe | b: In southern Europe | c: In western Asia | d: In North America	a: Kuzey Avrupa’daki Nordik bölgede | b: Güney Avrupa’da | c: Batı Asya’da | d: Kuzey Amerika’da	Sverige ligger i Norden i norra Europa. Norden består av Danmark, Finland, Island, Norge och Sverige och är en del av norra Europa.	Sweden is in the Nordic region in northern Europe. The Nordic region includes Denmark, Finland, Iceland, Norway, and Sweden and is part of northern Europe.	İsveç, Kuzey Avrupa’daki Nordik bölgede yer alır. Bu bölge Danimarka, Finlandiya, İzlanda, Norveç ve İsveç’i kapsar.	pending_native_review	pending_reviewer_notes
q002	tr	1	Ch. 01 · The country of Sweden	Landet Sverige	Geografi, klimat och natur	5	Sveriges nordligaste del ligger norr om polcirkeln.	Sweden's northernmost part lies north of the Arctic Circle.	İsveç’in en kuzeydeki bölümü Kuzey Kutup Dairesi’nin kuzeyindedir.	true	Sant	True	Doğru	true: Sant | false: Falskt	true: True | false: False	true: Doğru | false: Yanlış	Sveriges nordligaste del ligger norr om polcirkeln, i det arktiska området. Den norra delen av landet sträcker sig alltså in i området norr om polcirkeln.	Sweden's northernmost part lies north of the Arctic Circle, in the Arctic area. The northern part of the country therefore extends into the area north of the Arctic Circle.	İsveç’in en kuzey bölümü, Arktik bölgede Kuzey Kutup Dairesi’nin kuzeyindedir. Bu nedenle ülkenin kuzeyi bu dairenin kuzeyindeki alana kadar uzanır.	pending_native_review	pending_reviewer_notes
q003	tr	1	Ch. 01 · The country of Sweden	Landet Sverige	Geografi, klimat och natur	5	Ungefär hur långt sträcker sig Sverige från Treriksröset till Smygehuk?	Approximately how far does Sweden stretch from Treriksröset to Smygehuk?	İsveç, Treriksröset’ten Smygehuk’a kadar yaklaşık ne kadar uzanır?	b	Cirka 1 600 kilometer	About 1,600 kilometres	Yaklaşık 1600 kilometre	a: Cirka 160 kilometer | b: Cirka 1 600 kilometer | c: Cirka 16 000 kilometer | d: Cirka 60 kilometer	a: About 160 kilometres | b: About 1,600 kilometres | c: About 16,000 kilometres | d: About 60 kilometres	a: Yaklaşık 160 kilometre | b: Yaklaşık 1600 kilometre | c: Yaklaşık 16.000 kilometre | d: Yaklaşık 60 kilometre	Sverige är ett avlångt land som sträcker sig cirka 1 600 kilometer från Treriksröset i norr till Smygehuk i söder. Avstånden 160 och 60 kilometer är för korta, och 16 000 kilometer är för långt.	Sweden is an elongated country that stretches about 1,600 kilometres from Treriksröset in the north to Smygehuk in the south. The distances 160 and 60 kilometres are too short, and 16,000 kilometres is too long.	İsveç uzunlamasına uzanan bir ülkedir; kuzeydeki Treriksröset’ten güneydeki Smygehuk’a kadar yaklaşık 1600 kilometre uzanır. 160 ve 60 kilometre çok kısa, 16.000 kilometre ise çok uzundur.	pending_native_review	pending_reviewer_notes
q004	tr	1	Ch. 01 · The country of Sweden	Landet Sverige	Geografi, klimat och natur	5	Vad heter havet vid Sveriges östra kust?	What is the sea along Sweden's eastern coast called?	İsveç’in doğu kıyısındaki denizin adı nedir?	c	Östersjön	The Baltic Sea	Baltık Denizi	a: Nordsjön | b: Medelhavet | c: Östersjön | d: Atlanten	a: The North Sea | b: The Mediterranean Sea | c: The Baltic Sea | d: The Atlantic Ocean	a: Kuzey Denizi | b: Akdeniz | c: Baltık Denizi | d: Atlas Okyanusu	Havet vid Sveriges östra kust heter Östersjön. Nordsjön, Medelhavet och Atlanten är inte namnet på havet vid Sveriges östra kust.	The sea along Sweden's eastern coast is the Baltic Sea. The North Sea, the Mediterranean Sea, and the Atlantic Ocean are not the sea along Sweden's eastern coast.	İsveç’in doğu kıyısındaki deniz Baltık Denizi’dir. Kuzey Denizi, Akdeniz ve Atlas Okyanusu İsveç’in doğu kıyısındaki denizin adı değildir.	pending_native_review	pending_reviewer_notes
q005	tr	1	Ch. 01 · The country of Sweden	Landet Sverige	Geografi, klimat och natur	5	Vilka öar är Sveriges två största?	Which islands are Sweden's two largest?	İsveç’in en büyük iki adası hangileridir?	a	Gotland och Öland	Gotland and Öland	Gotland ve Öland	a: Gotland och Öland | b: Hisingen och Orust | c: Värmdö och Tjörn | d: Malmö och Göteborg	a: Gotland and Öland | b: Hisingen and Orust | c: Värmdö and Tjörn | d: Malmö and Gothenburg	a: Gotland ve Öland | b: Hisingen ve Orust | c: Värmdö ve Tjörn | d: Malmö ve Göteborg	Sveriges två största öar är Gotland och Öland. Hisingen, Orust, Värmdö och Tjörn är också svenska öar men är inte de två största, och Malmö och Göteborg är städer.	Sweden's two largest islands are Gotland and Öland. Hisingen, Orust, Värmdö, and Tjörn are also Swedish islands but are not the two largest, and Malmö and Gothenburg are cities.	İsveç’in en büyük iki adası Gotland ve Öland’dır. Hisingen, Orust, Värmdö ve Tjörn de İsveç adalarıdır ama en büyük iki ada değildir; Malmö ve Göteborg ise şehirlerdir.	pending_native_review	pending_reviewer_notes
q006	tr	1	Ch. 01 · The country of Sweden	Landet Sverige	Geografi, klimat och natur	5	Golfströmmen och den Nordatlantiska strömmen bidrar till Sveriges milda klimat.	The Gulf Stream and the North Atlantic Current help make Sweden's climate mild.	Golfstream ve Kuzey Atlantik Akıntısı, İsveç’in ikliminin ılıman olmasına katkı sağlar.	true	Sant	True	Doğru	true: Sant | false: Falskt	true: True | false: False	true: Doğru | false: Yanlış	Sverige har ett milt klimat jämfört med många andra områden på samma breddgrad. Golfströmmen och den Nordatlantiska strömmen transporterar varmt vatten mot Europa, vilket värmer luften som vindarna för in över Sverige.	Sweden has a mild climate compared with many other areas at the same latitude. The Gulf Stream and the North Atlantic Current carry warm water toward Europe, warming the air that winds bring over Sweden.	İsveç, aynı enlemdeki birçok bölgeye göre ılıman bir iklime sahiptir. Golfstream ve Kuzey Atlantik Akıntısı Avrupa’ya sıcak su taşır; bu da rüzgârların İsveç’e getirdiği havayı ısıtır.	pending_native_review	pending_reviewer_notes
q007	tr	1	Ch. 01 · The country of Sweden	Landet Sverige	Fjäll	6	Vad heter Sveriges högsta berg?	What is the name of Sweden's highest mountain?	İsveç’in en yüksek dağının adı nedir?	a	Kebnekaise	Kebnekaise	Kebnekaise	a: Kebnekaise | b: Smygehuk | c: Treriksröset | d: Mälaren	a: Kebnekaise | b: Smygehuk | c: Treriksröset | d: Mälaren	a: Kebnekaise | b: Smygehuk | c: Treriksröset | d: Mälaren	Sveriges högsta berg heter Kebnekaise och är cirka 2 000 meter högt. Det ligger i fjällen, den del av bergskedjan Skanderna som går längs gränsen mot Norge.	Sweden's highest mountain is Kebnekaise, at about 2,000 metres. It is in the mountain region called fjällen, part of the Scandinavian Mountains along the border with Norway.	İsveç’in en yüksek dağı Kebnekaise’dir ve yaklaşık 2000 metre yüksekliktedir. Norveç sınırı boyunca uzanan İskandinav Dağları’nın bir parçası olan fjällen adlı dağlık bölgede yer alır. (Treriksröset; Smygehuk)	pending_native_review	pending_reviewer_notes
q008	tr	1	Ch. 01 · The country of Sweden	Landet Sverige	Skogar, sjöar och öar	6	Vilka är Sveriges tre största sjöar?	What are Sweden's three largest lakes?	İsveç’in en büyük üç gölü hangileridir?	a	Vänern, Vättern och Mälaren	Vänern, Vättern, and Mälaren	Vänern, Vättern ve Mälaren	a: Vänern, Vättern och Mälaren | b: Östersjön, Kattegatt och Skagerrak | c: Gotland, Öland och Orust | d: Stockholm, Göteborg och Malmö	a: Vänern, Vättern, and Mälaren | b: The Baltic Sea, Kattegat, and Skagerrak | c: Gotland, Öland, and Orust | d: Stockholm, Gothenburg, and Malmö	a: Vänern, Vättern ve Mälaren | b: Baltık Denizi, Kattegat ve Skagerrak | c: Gotland, Öland ve Orust | d: Stockholm, Göteborg ve Malmö	Sverige har många sjöar spridda över hela landet, och de tre största är Vänern, Vättern och Mälaren. De andra alternativen räknar upp havsområden, öar eller städer i stället för sjöar.	Sweden has many lakes throughout the country, and the three largest are Vänern, Vättern, and Mälaren. The other choices list sea areas, islands, or cities instead of lakes.	İsveç’in dört bir yanında birçok göl vardır ve en büyük üçü Vänern, Vättern ve Mälaren’dir. Diğer seçenekler göller yerine deniz alanlarını, adaları veya şehirleri sayar.	pending_native_review	pending_reviewer_notes
q009	tr	1	Ch. 01 · The country of Sweden	Landet Sverige	Befolkning	7	Ungefär hur många människor bor i Sverige?	Approximately how many people live in Sweden?	İsveç’te yaklaşık kaç kişi yaşar?	a	Nästan 11 miljoner	Almost 11 million	Neredeyse 11 milyon	a: Nästan 11 miljoner | b: Nästan 1 miljon | c: Cirka 50 miljoner | d: Cirka 100 miljoner	a: Almost 11 million | b: Almost 1 million | c: About 50 million | d: About 100 million	a: Neredeyse 11 milyon | b: Neredeyse 1 milyon | c: Yaklaşık 50 milyon | d: Yaklaşık 100 milyon	Det bor nästan 11 miljoner människor i Sverige. Befolkningen är inte jämnt fördelad: de flesta bor i den södra delen av landet och längs kusterna.	Almost 11 million people live in Sweden. The population is not evenly distributed: most people live in the southern part of the country and along the coasts.	İsveç’te neredeyse 11 milyon insan yaşar. Nüfus eşit dağılmamıştır; çoğu kişi ülkenin güneyinde ve kıyılar boyunca yaşar.	pending_native_review	pending_reviewer_notes
q010	tr	1	Ch. 01 · The country of Sweden	Landet Sverige	Naturresurser	7	Vilka naturresurser är viktiga i Sverige?	Which natural resources are important in Sweden?	İsveç’te hangi doğal kaynaklar önemlidir?	a	Järnmalm och andra mineraler, skog, jordbruksmark och vatten	Iron ore and other minerals, forest, agricultural land, and water	Demir cevheri ve diğer mineraller, orman, tarım arazisi ve su	a: Järnmalm och andra mineraler, skog, jordbruksmark och vatten | b: Olja, naturgas, ökenmark och tropiskt regn | c: Kol, diamantgruvor, vulkanjord och palmer | d: Risfält, bomullsplantager, korallrev och tidvatten	a: Iron ore and other minerals, forest, agricultural land, and water | b: Oil, natural gas, desert land, and tropical rain | c: Coal, diamond mines, volcanic soil, and palm trees | d: Rice fields, cotton plantations, coral reefs, and tides	a: Demir cevheri ve diğer mineraller, orman, tarım arazisi ve su | b: Petrol, doğal gaz, çöl arazisi ve tropik yağmur | c: Kömür, elmas madenleri, volkanik toprak ve palmiyeler | d: Pirinç tarlaları, pamuk plantasyonları, mercan resifleri ve gelgitler	Sverige är rikt på flera viktiga naturresurser: järnmalm och andra mineraler, skog, jordbruksmark och vatten. Olja, naturgas, ökenmark, tropiskt regn och liknande beskriver inte Sveriges viktiga naturresurser.	Sweden is rich in several important natural resources: iron ore and other minerals, forests, agricultural land, and water. Oil, natural gas, desert land, tropical rain, and similar items do not describe Sweden's important natural resources.	İsveç birçok önemli doğal kaynak bakımından zengindir: demir cevheri ve diğer mineraller, ormanlar, tarım arazileri ve su. Petrol, doğal gaz, çöl arazisi, tropik yağmur ve benzeri şeyler İsveç’in önemli doğal kaynaklarını anlatmaz.	pending_native_review	pending_reviewer_notes
